g1707,pde9a
g1708,pdf
g1709,pdgfra
g1710,pdgfrb
g1711,pdha1
g1712,pdha2
g1713,pdhb
g1714,pdk1
g1715,pdk2
g1716,pdk3
g1717,pdk4
g1718,pdpk1
g1719,pdxdc1
g1720,pdxk
g1721,pdxp
g1722,pdyn
g1723,pebp1
g1724,pecam1
g1725,per1
g1726,pf4
g1727,pfas
g1728,pfkfb1
g1729,pfkfb4
g1730,pfn1
g1731,pfn2
g1732,pgam2
g1733,pgd
g1734,pgf
g1735,pggt1b
g1736,pgk1
g1737,pgr
g1738,phex
g1739,phgdh
g1740,phospho1
g1741,phyh
g1742,phykpl
g1743,pi3
g1744,pik3c3
g1745,pik3ca
g1746,pik3cb
g1747,pik3cd
g1748,pik3cg
g1749,pik3r1
g1750,pik3r2
g1751,pik3r3
g1752,pim1
g1753,pip
g1754,pipox
g1755,pisd
g1756,pkia
g1757,pklr
g1758,pkm
g1759,pla2g1b
g1760,pla2g2a
g1761,pla2g2d
g1762,pla2g2e
g1763,pla2g4a
g1764,pla2g6
g1765,pla2g7
g1766,plat
g1767,plau
g1768,plaur
g1769,plcd1
g1770,plcg2
g1771,plcl1
g1772,pld1
g1773,pld2
g1774,plekha4
g1775,plg
g1776,plin3
g1777,plk1
g1778,plod1
g1779,plod2
g1780,plod3
g1781,plpbp
g1782,pltp
g1783,pmaip1
g1784,pmel
g1785,pml
g1786,pmp2
g1787,pmp22
g1788,pms2
g1789,pnlip
g1790,pnliprp2
g1791,pnmt
g1792,pnp
g1793,pnpo
g1794,pola1
g1795,pola2
g1796,polb
g1797,pole
g1798,pole2
g1799,pole3
g1800,pole4
g1801,pomc
g1802,por
g1803,pou5f1
g1804,ppa1
g1805,ppara
g1806,ppard
g1807,pparg
g1808,ppat
g1809,ppia
g1810,ppib
g1811,ppic
g1812,ppif
g1813,ppig
g1814,ppih
g1815,ppp1cc
g1816,ppp1r1b
g1817,ppp2ca
g1818,ppp2cb
g1819,ppp3ca
g1820,ppp3r1
g1821,ppp3r2
g1822,ppt1
g1823,ppy
g1824,prdx1
g1825,prdx2
g1826,prdx5
g1827,prep
g1828,prg2
g1829,prim1
g1830,prkaa1
g1831,prkab1
g1832,prkab2
g1833,prkaca
g1834,prkacb
g1835,prkar1a
g1836,prkar2b
g1837,prkca
g1838,prkcb
g1839,prkcd
g1840,prkci
g1841,prkcq
g1842,prkd1
g1843,prl
g1844,prlr
g1845,prmt1
g1846,prmt3
g1847,proc
g1848,procr
g1849,prodh
g1850,pros1
g1851,proz
g1852,prss1
g1853,prss2
g1854,prss3
g1855,prtn3
g1856,psat1
g1857,psen1
g1858,psma7
g1859,psmb1
g1860,psmb10
g1861,psmb2
g1862,psmb5
g1863,psmb8
g1864,psmb9
g1865,psmd4
g1866,psph
g1867,ptch1
g1868,ptdss1
g1869,ptdss2
g1870,pten
g1871,ptgdr2
g1872,ptger1
g1873,ptger2
g1874,ptger3
g1875,ptger4
g1876,ptges
g1877,ptges3
g1878,ptgfr
g1879,ptgir
g1880,ptgis
g1881,ptgr1
g1882,ptgr2
g1883,ptgs1
g1884,ptgs2
g1885,pth
g1886,pth1r
g1887,pth2r
g1888,pthlh
g1889,ptk2
g1890,ptk2b
g1891,ptp4a1
g1892,ptp4a3
g1893,ptpn1
g1894,ptpn11
g1895,ptpn6
g1896,ptprb
g1897,ptprc
g1898,ptprd
g1899,ptprf
g1900,ptprz1
g1901,pvalb
g1902,pvr
g1903,pvt1
g1904,pxn
g1905,pycr1
g1906,pycr2
g1907,pycr3
g1908,pygb
g1909,pygl
g1910,pygm
g1911,pzp
g1912,qdpr
g1913,qprt
g1914,rab11a
g1915,rab5a
g1916,rab7a
g1917,rab8b
g1918,rab9a
g1919,rabggta
g1920,rabggtb
g1921,rac1
g1922,rad50
g1923,rad51
g1924,raf1
g1925,rala
g1926,ramp1
g1927,ramp2
g1928,ramp3
g1929,ran
g1930,rap2a
g1931,rara
g1932,rarb
g1933,rarg
g1934,rarres1
g1935,rb1
g1936,rbl1
g1937,rbl2
g1938,rbp1
g1939,rbp3
g1940,rbp4
g1941,rcvrn
g1942,rdh11
g1943,rdh12
g1944,rdh13
g1945,rdh14
g1946,rdh5
g1947,rdh8
g1948,reg1a
g1949,reg3a
g1950,ren
g1951,renbp
g1952,ret
g1953,retsat
g1954,rheb
g1955,rho
g1956,rhoa
g1957,rictor
g1958,rida
g1959,ripk1
g1960,rit1
g1961,rlbp1
g1962,rln2
g1963,rnase1
g1964,rnase2
g1965,rnase3
g1966,rnaseh2a
g1967,rnd3
g1968,rnf112
g1969,rock1
g1970,rock2
g1971,rora
g1972,rorb
g1973,ros1
g1974,rpe65
g1975,rpl10l
g1976,rpl11
g1977,rpl13a
g1978,rpl15
g1979,rpl19
g1980,rpl23
g1981,rpl23a
g1982,rpl26l1
g1983,rpl3
g1984,rpl37
g1985,rpl8
g1986,rps19
g1987,rps6ka1
g1988,rps6ka3
g1989,rps6kb1
g1990,rpsa
g1991,rrm1
g1992,rrm2
g1993,rrm2b
g1994,rsl24d1
g1995,rtcb
g1996,runx1
g1997,runx3
g1998,rxra
g1999,rxrb
g2000,rxrg
g2001,ryr1
g2002,s100a10
g2003,s100a12
g2004,s100a13
g2005,s100a7
g2006,s100a8
g2007,s100b
g2008,s1pr5
g2009,saa1
g2010,sag
g2011,sar1b
g2012,sars
g2013,scarb1
g2014,scd
g2015,scg5
g2016,scly
g2017,scmh1
g2018,scn10a
g2019,scn11a
g2020,scn1a
g2021,scn1b
g2022,scn2a
g2023,scn2b
g2024,scn3a
g2025,scn3b
g2026,scn4a
g2027,scn4b
g2028,scn5a
g2029,scn8a
g2030,scn9a
g2031,scnn1a
g2032,scnn1b
g2033,scnn1d
g2034,scnn1g
g2035,sctr
g2036,sdc1
g2037,sdc2
g2038,sdf4
g2039,sdha
g2040,sdhb
g2041,sdhc
g2042,sdhd
g2043,sds
g2044,sdsl
g2045,sec14l2
g2046,sec14l3
g2047,sec14l4
g2048,sele
g2049,selp
g2050,sepsecs
g2051,serpina1
g2052,serpina5
g2053,serpinb2
g2054,serpinb3
g2055,serpinb6
g2056,serpinc1
g2057,serpind1
g2058,serpine1
g2059,sf3b1
g2060,sftpa1
g2061,sftpb
g2062,sftpd
g2063,sgk1
g2064,sgpl1
g2065,sh2b3
g2066,shbg
g2067,shh
g2068,shmt1
g2069,shmt2
g2070,si
g2071,siglec1
g2072,sigmar1
g2073,sirt5
g2074,skp1
g2075,slamf1
g2076,slamf6
g2077,slamf7
g2078,slc12a1
g2079,slc12a2
g2080,slc12a3
g2081,slc12a4
g2082,slc12a5
g2083,slc12a6
g2084,slc12a7
g2085,slc13a1
g2086,slc13a2
g2087,slc13a3
g2088,slc15a1
g2089,slc15a2
g2090,slc16a1
g2091,slc16a2
g2092,slc16a3
g2093,slc16a4
g2094,slc16a5
g2095,slc16a6
g2096,slc16a7
g2097,slc16a8
g2098,slc18a1
g2099,slc18a2
g2100,slc19a2
g2101,slc19a3
g2102,slc1a1
g2103,slc1a2
g2104,slc1a3
g2105,slc1a4
g2106,slc1a5
g2107,slc1a6
g2108,slc1a7
g2109,slc22a11
g2110,slc22a3
g2111,slc22a4
g2112,slc22a5
g2113,slc22a6
g2114,slc22a7
g2115,slc22a8
g2116,slc23a1
g2117,slc25a10
g2118,slc25a12
g2119,slc25a13
g2120,slc25a15
g2121,slc25a18
g2122,slc25a2
g2123,slc25a20
g2124,slc25a22
g2125,slc25a29
g2126,slc25a4
g2127,slc25a5
g2128,slc25a6
g2129,slc28a1
g2130,slc28a2
g2131,slc29a1
g2132,slc29a2
g2133,slc2a1
g2134,slc2a2
g2135,slc2a4
g2136,slc2a5
g2137,slc32a1
g2138,slc36a1
g2139,slc38a3
g2140,slc5a1
g2141,slc5a2
g2142,slc5a6
g2143,slc6a1
g2144,slc6a11
g2145,slc6a12
g2146,slc6a13
g2147,slc6a14
g2148,slc6a2
g2149,slc6a3
g2150,slc6a4
g2151,slc6a5
g2152,slc6a7
g2153,slc6a8
g2154,slc6a9
g2155,slc7a1
g2156,slc7a11
g2157,slc7a2
g2158,slc7a3
g2159,slc7a4
g2160,slc7a8
g2161,slc8a1
g2162,slc9a3
g2163,slco1a2
g2164,slco1b1
g2165,slco1b3
g2166,slco2b1
g2167,slk
g2168,slpi
g2169,smad2
g2170,smad3
g2171,smad4
g2172,smad7
g2173,smarca4
g2174,smarca5
g2175,smarcb1
g2176,smn1
g2177,smo
g2178,smox
g2179,smpd3
g2180,smpd4
g2181,sms
g2182,snap25
g2183,snu13
g2184,soat1
g2185,soat2
g2186,sord
g2187,sox10
g2188,sp3
g2189,sp7
g2190,spint1
g2191,spire2
g2192,spp1
g2193,spr
g2194,sptlc1
g2195,sptlc2
g2196,sptlc3
g2197,sqle
g2198,src
g2199,srd5a1
g2200,srd5a2
g2201,srgn
g2202,sri
g2203,srpk2
g2204,srr
g2205,sst
g2206,sstr1
g2207,sstr2
g2208,sstr3
g2209,sstr5
g2210,st14
g2211,stab2
g2212,stag2
g2213,stag3
g2214,stat2
g2215,stat4
g2216,stat5b
g2217,stat6
g2218,stk11
g2219,stk17b
g2220,stmn1
g2221,stmn4
g2222,sts
g2223,sucla2
g2224,suclg1
g2225,suclg2
g2226,sucnr1
g2227,sufu
g2228,sult1a1
g2229,sult1a2
g2230,sult1e1
g2231,sult2a1
g2232,sult2b1
g2233,sv2a
g2234,syk
g2235,syn1
g2236,syp
g2237,syt2
g2238,sytl4
g2239,taar1
g2240,tac1
g2241,tac3
g2242,tacr1
g2243,tacr3
g2244,taf1
g2245,tagln
g2246,taok2
g2247,tars
g2248,tars2
g2249,tas1r2
g2250,tat
g2251,tbp
g2252,tbx21
g2253,tbxa2r
g2254,tbxas1
g2255,tcn1
g2256,tdo2
g2257,tead1
g2258,tec
g2259,tek
g2260,terc
g2261,tert
g2262,tet2
g2263,tfap2a
g2264,tff2
g2265,tff3
g2266,tfpi
g2267,tfpi2
g2268,tg
g2269,tgfb1
g2270,tgfb3
g2271,tgfbr1
g2272,tgfbr2
g2273,tgfbr3
g2274,tgm2
g2275,tgm3
g2276,th
g2277,thbd
g2278,thbs1
g2279,thbs2
g2280,thbs4
g2281,thnsl1
g2282,thpo
g2283,thra
g2284,thrb
g2285,thrsp
g2286,tjp1
g2287,tk1
g2288,tk2
g2289,tlr3
g2290,tlr4
g2291,tlr7
g2292,tlr8
g2293,tlr9
g2294,tmlhe
g2295,tmsb10
g2296,tnf
g2297,tnfaip6
g2298,tnfrsf10a
g2299,tnfrsf11b
g2300,tnfrsf1a
g2301,tnfrsf1b
g2302,tnfrsf8
g2303,tnfsf10
g2304,tnfsf11
g2305,tnfsf13b
g2306,tnk2
g2307,tnnc1
g2308,tnnc2
g2309,tnni3
g2310,top1
g2311,top2a
g2312,top2b
g2313,tp53
g2314,tp73
g2315,tph1
g2316,tpi1
g2317,tpk1
g2318,tpm3
g2319,tpmt
g2320,tpo
g2321,tpsab1
g2322,tpsb2
g2323,tpsd1
g2324,tpt1
g2325,trac
g2326,trappc3
g2327,trbc1
g2328,trh
g2329,trim13
g2330,trit1
g2331,trpa1
g2332,trpc1
g2333,trpm7
g2334,trpm8
g2335,trpv1
g2336,trpv3
g2337,tsc1
g2338,tsc2
g2339,tsc22d3
g2340,tshb
g2341,tshr
g2342,tspo
g2343,tspyl2
g2344,tsta3
g2345,ttk
g2346,tuba1a
g2347,tuba1b
g2348,tuba1c
g2349,tuba3c
g2350,tuba4a
g2351,tuba8
g2352,tubb
g2353,tubb1
g2354,tubb3
g2355,tubb4a
g2356,tubb4b
g2357,tubd1
g2358,tube1
g2359,tubg1
g2360,tufm
g2361,txndc12
g2362,txnip
g2363,txnrd1
g2364,tyk2
g2365,tymp
g2366,tyms
g2367,tyr
g2368,uap1
g2369,ube2d1
g2370,ubr1
g2371,ubr4
g2372,uck2
g2373,uckl1
g2374,ucp1
g2375,ucp2
g2376,ugcg
g2377,ugdh
g2378,ugt1a
g2379,ugt1a1
g2380,ugt1a10
g2381,ugt1a4
g2382,ugt1a5
g2383,ugt1a6
g2384,ugt1a7
g2385,ugt1a9
g2386,ugt3a1
g2387,umod
g2388,umps
g2389,ung
g2390,uox
g2391,upp1
g2392,uqcr10
g2393,uqcr11
g2394,uqcrb
g2395,uqcrc1
g2396,uqcrc2
g2397,uqcrfs1
g2398,uqcrh
g2399,uqcrq
g2400,urod
g2401,usp9y
g2402,vamp1
g2403,vamp2
g2404,vars
g2405,vav1
g2406,vcam1
g2407,vcan
g2408,vcp
g2409,vdac1
g2410,vdac2
g2411,vdac3
g2412,vdr
g2413,vegfa
g2414,vegfb
g2415,vhl
g2416,vim
g2417,vip
g2418,vkorc1
g2419,vkorc1l1
g2420,vldlr
g2421,vps37a
g2422,vtn
g2423,vwf
g2424,wars
g2425,wars2
g2426,wee1
g2427,wnt7a
g2428,wrn
g2429,wt1
g2430,wwox
g2431,xdh
g2432,xiap
g2433,xrcc1
g2434,xrcc5
g2435,yars
g2436,yars2
g2437,yes1
g2438,zap70
g2439,zeb1
g2440,zfp36l2
